"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"921","CC BY 4.0","Afghanistan","491"
"922","CC BY 4.0","Albania","355"
"923","CC BY 4.0","Algeria","3760"
"924","CC BY 4.0","American Samoa","19"
"925","CC BY 4.0","Andorra","6"
"926","CC BY 4.0","Angola","281"
"927","CC BY 4.0","Anguilla","0"
"928","CC BY 4.0","Antarctica","3"
"929","CC BY 4.0","Antigua and Barbuda","10"
"930","CC BY 4.0","Argentina","53800"
"931","CC BY 4.0","Armenia","13500"
"932","CC BY 4.0","Aruba","19600"
"933","CC BY 4.0","Australia","202000"
"934","CC BY 4.0","Austria","30300"
"935","CC BY 4.0","Azerbaijan","1630"
"936","CC BY 4.0","Bahamas","6"
"937","CC BY 4.0","Bahrain","147"
"938","CC BY 4.0","Bangladesh","2270"
"939","CC BY 4.0","Barbados","6"
"940","CC BY 4.0","Belarus","580"
"941","CC BY 4.0","Belgium","96600"
"942","CC BY 4.0","Belize","3"
"943","CC BY 4.0","Benin","409"
"944","CC BY 4.0","Bermuda","4"
"945","CC BY 4.0","Bhutan","944"
"946","CC BY 4.0","Bolivia","1890"
"947","CC BY 4.0","Bosnia and Herzegovina","2190"
"948","CC BY 4.0","Botswana","151"
"949","CC BY 4.0","Bouvet Island","0"
"950","CC BY 4.0","Brazil","368000"
"951","CC BY 4.0","British Indian Ocean Territory","0"
"952","CC BY 4.0","Brunei Darussalam","397"
"953","CC BY 4.0","Bulgaria","18000"
"954","CC BY 4.0","Burkina Faso","80"
"955","CC BY 4.0","Burundi","4"
"956","CC BY 4.0","Cambodia","1700"
"957","CC BY 4.0","Cameroon","115"
"958","CC BY 4.0","Canada","338000"
"959","CC BY 4.0","Cape Verde","10"
"960","CC BY 4.0","Cayman Islands","4"
"961","CC BY 4.0","Central African Republic","0"
"962","CC BY 4.0","Chad","43"
"963","CC BY 4.0","Chile","12900"
"964","CC BY 4.0","China","84400"
"965","CC BY 4.0","Christmas Island","6"
"966","CC BY 4.0","Cocos (Keeling) Islands","0"
"967","CC BY 4.0","Colombia","49700"
"968","CC BY 4.0","Comoros","0"
"969","CC BY 4.0","Congo","42"
"970","CC BY 4.0","Congo, the Democratic Republic of the","29"
"971","CC BY 4.0","Cook Islands","21"
"972","CC BY 4.0","Costa Rica","15600"
"973","CC BY 4.0","Cote D'ivoire","18"
"974","CC BY 4.0","Croatia (Hrvatska)","18400"
"975","CC BY 4.0","Cuba","19300"
"976","CC BY 4.0","Cyprus","5230"
"977","CC BY 4.0","Czech Republic","24400"
"978","CC BY 4.0","Denmark","42700"
"979","CC BY 4.0","Djibouti","8"
"980","CC BY 4.0","Dominica","0"
"981","CC BY 4.0","Dominican Republic","395"
"982","CC BY 4.0","East Timor","0"
"983","CC BY 4.0","Ecuador","44700"
"984","CC BY 4.0","Egypt","6920"
"985","CC BY 4.0","El Salvador","527"
"986","CC BY 4.0","Equatorial Guinea","0"
"987","CC BY 4.0","Eritrea","1"
"988","CC BY 4.0","Estonia","2220"
"989","CC BY 4.0","Ethiopia","2310"
"990","CC BY 4.0","European Union","0"
"991","CC BY 4.0","Falkland Islands (Malvinas)","7"
"992","CC BY 4.0","Faroe Islands","239"
"993","CC BY 4.0","Fiji","204"
"994","CC BY 4.0","Finland","82000"
"995","CC BY 4.0","France","288000"
"996","CC BY 4.0","France, Metropolitan","0"
"997","CC BY 4.0","French Guiana","0"
"998","CC BY 4.0","French Polynesia","6"
"999","CC BY 4.0","French Southern Territories","1"
"1000","CC BY 4.0","Gabon","0"
"1001","CC BY 4.0","Gambia","16"
"1002","CC BY 4.0","Georgia","1600"
"1003","CC BY 4.0","Germany","9530000"
"1004","CC BY 4.0","Ghana","2360"
"1005","CC BY 4.0","Gibraltar","3"
"1006","CC BY 4.0","Greece","16000"
"1007","CC BY 4.0","Greenland","10"
"1008","CC BY 4.0","Grenada","4"
"1009","CC BY 4.0","Guadeloupe","0"
"1010","CC BY 4.0","Guam","0"
"1011","CC BY 4.0","Guatemala","563"
"1012","CC BY 4.0","Guinea","1"
"1013","CC BY 4.0","Guinea-Bissau","5"
"1014","CC BY 4.0","Guyana","51"
"1015","CC BY 4.0","Haiti","274"
"1016","CC BY 4.0","Heard Island and Mcdonald Islands","1"
"1017","CC BY 4.0","Holy See (Vatican City State)","8"
"1018","CC BY 4.0","Honduras","86"
"1019","CC BY 4.0","Hong Kong","43400"
"1020","CC BY 4.0","Hungary","16500"
"1021","CC BY 4.0","Iceland","6180"
"1022","CC BY 4.0","India","140000"
"1023","CC BY 4.0","Indonesia","331000"
"1024","CC BY 4.0","Iran, Islamic Republic of","90200"
"1025","CC BY 4.0","Iraq","37000"
"1026","CC BY 4.0","Ireland","95500"
"1027","CC BY 4.0","Israel","2680"
"1028","CC BY 4.0","Italy","210000"
"1029","CC BY 4.0","Jamaica","123"
"1030","CC BY 4.0","Japan","114000"
"1031","CC BY 4.0","Jordan","1090"
"1032","CC BY 4.0","Kazakhstan","2730"
"1033","CC BY 4.0","Kenya","6300"
"1034","CC BY 4.0","Kiribati","1"
"1035","CC BY 4.0","Korea, Democratic People's Republic of","0"
"1036","CC BY 4.0","Korea, Republic of","125000"
"1037","CC BY 4.0","Kuwait","82"
"1038","CC BY 4.0","Kyrgyzstan","146"
"1039","CC BY 4.0","Lao People's Democratic Republic","6"
"1040","CC BY 4.0","Latvia","3140"
"1041","CC BY 4.0","Lebanon","1660"
"1042","CC BY 4.0","Lesotho","118"
"1043","CC BY 4.0","Liberia","2"
"1044","CC BY 4.0","Libyan Arab Jamahiriya","5930"
"1045","CC BY 4.0","Liechtenstein","48"
"1046","CC BY 4.0","Lithuania","29300"
"1047","CC BY 4.0","Luxembourg","10800"
"1048","CC BY 4.0","Macao","66"
"1049","CC BY 4.0","Macedonia, the Former Yugosalv Republic of","1300"
"1050","CC BY 4.0","Madagascar","5810"
"1051","CC BY 4.0","Malawi","554"
"1052","CC BY 4.0","Malaysia","17500"
"1053","CC BY 4.0","Maldives","59"
"1054","CC BY 4.0","Mali","10"
"1055","CC BY 4.0","Malta","1670"
"1056","CC BY 4.0","Marshall Islands","0"
"1057","CC BY 4.0","Martinique","2"
"1058","CC BY 4.0","Mauritania","63"
"1059","CC BY 4.0","Mauritius","47"
"1060","CC BY 4.0","Mayotte","0"
"1061","CC BY 4.0","Mexico","44300"
"1062","CC BY 4.0","Micronesia, Federated States of","3"
"1063","CC BY 4.0","Moldova, Republic of","1320"
"1064","CC BY 4.0","Monaco","5"
"1065","CC BY 4.0","Mongolia","89"
"1066","CC BY 4.0","Montserrat","0"
"1067","CC BY 4.0","Morocco","661"
"1068","CC BY 4.0","Mozambique","181"
"1069","CC BY 4.0","Myanmar","82"
"1070","CC BY 4.0","Namibia","276"
"1071","CC BY 4.0","Nauru","1"
"1072","CC BY 4.0","Nepal","4350"
"1073","CC BY 4.0","Netherlands","166000"
"1074","CC BY 4.0","Netherlands Antilles","0"
"1075","CC BY 4.0","New Caledonia","27"
"1076","CC BY 4.0","New Zealand","24900"
"1077","CC BY 4.0","Nicaragua","9"
"1078","CC BY 4.0","Niger","5"
"1079","CC BY 4.0","Nigeria","14100"
"1080","CC BY 4.0","Niue","1"
"1081","CC BY 4.0","Norfolk Island","3"
"1082","CC BY 4.0","Northern Mariana Islands","2"
"1083","CC BY 4.0","Norway","21400"
"1084","CC BY 4.0","Oman","1490"
"1085","CC BY 4.0","Pakistan","13600"
"1086","CC BY 4.0","Palau","5"
"1087","CC BY 4.0","Palestinian Territory","409"
"1088","CC BY 4.0","Panama","3180"
"1089","CC BY 4.0","Papua New Guinea","35"
"1090","CC BY 4.0","Paraguay","1460"
"1091","CC BY 4.0","Peru","52400"
"1092","CC BY 4.0","Philippines","9450"
"1093","CC BY 4.0","Pitcairn","0"
"1094","CC BY 4.0","Poland","288000"
"1095","CC BY 4.0","Portugal","27100"
"1096","CC BY 4.0","Puerto Rico","269"
"1097","CC BY 4.0","Qatar","9500"
"1098","CC BY 4.0","Reunion","9"
"1099","CC BY 4.0","Romania","11600"
"1100","CC BY 4.0","Russian Federation","106000"
"1101","CC BY 4.0","Rwanda","4430"
"1102","CC BY 4.0","Saint Helena","33"
"1103","CC BY 4.0","Saint Kitts and Nevis","2"
"1104","CC BY 4.0","Saint Lucia","4"
"1105","CC BY 4.0","Saint Pierre and Miquelon","7"
"1106","CC BY 4.0","Saint Vincent and the Grenadines","5"
"1107","CC BY 4.0","Samoa","228"
"1108","CC BY 4.0","San Marino","29"
"1109","CC BY 4.0","Sao Tome and Principe","55"
"1110","CC BY 4.0","Saudi Arabia","6980"
"1111","CC BY 4.0","Senegal","64"
"1112","CC BY 4.0","Serbia and Montenegro","328000000"
"1113","CC BY 4.0","Seychelles","2"
"1114","CC BY 4.0","Sierra Leone","108"
"1115","CC BY 4.0","Singapore","65700"
"1116","CC BY 4.0","Slovakia","3890"
"1117","CC BY 4.0","Slovenia","86300"
"1118","CC BY 4.0","Solomon Islands","3"
"1119","CC BY 4.0","Somalia","7780"
"1120","CC BY 4.0","South Africa","71900"
"1121","CC BY 4.0","South Georgia and the South Sandwich Islands","2"
"1122","CC BY 4.0","Spain","180000"
"1123","CC BY 4.0","Sri Lanka","1470"
"1124","CC BY 4.0","Sudan","70"
"1125","CC BY 4.0","Suriname","6"
"1126","CC BY 4.0","Svalbard and Jan Mayen","0"
"1127","CC BY 4.0","Swaziland","7"
"1128","CC BY 4.0","Sweden","72700"
"1129","CC BY 4.0","Switzerland","179000"
"1130","CC BY 4.0","Syrian Arab Republic","1060"
"1131","CC BY 4.0","Taiwan, Province of China","5170"
"1132","CC BY 4.0","Tajikistan","303"
"1133","CC BY 4.0","Tanzania, United Republic of","1540"
"1134","CC BY 4.0","Thailand","11700"
"1135","CC BY 4.0","Togo","10"
"1136","CC BY 4.0","Tokelau","0"
"1137","CC BY 4.0","Tonga","64"
"1138","CC BY 4.0","Trinidad and Tobago","100"
"1139","CC BY 4.0","Tunisia","601"
"1140","CC BY 4.0","Turkey","90100"
"1141","CC BY 4.0","Turkmenistan","6"
"1142","CC BY 4.0","Turks and Caicos Islands","3"
"1143","CC BY 4.0","Tuvalu","1"
"1144","CC BY 4.0","Uganda","5870"
"1145","CC BY 4.0","Ukraine","47600"
"1146","CC BY 4.0","United Arab Emirates","2550"
"1147","CC BY 4.0","United Kingdom","3680000"
"1148","CC BY 4.0","United States","301000000"
"1149","CC BY 4.0","United States Minor Outlying Islands","0"
"1150","CC BY 4.0","Uruguay","3090"
"1151","CC BY 4.0","Uzbekistan","5430"
"1152","CC BY 4.0","Vanuatu","4"
"1153","CC BY 4.0","Venezuela","4810"
"1154","CC BY 4.0","Vietnam","11700"
"1155","CC BY 4.0","Virgin Islands, British","642"
"1156","CC BY 4.0","Virgin Islands, U.S.","2990"
"1157","CC BY 4.0","Wallis and Futuna","4"
"1158","CC BY 4.0","Western Sahara","0"
"1159","CC BY 4.0","Yemen","1550"
"1160","CC BY 4.0","Yugoslavia","0"
"1161","CC BY 4.0","Zambia","2080"
"1162","CC BY 4.0","Zimbabwe","727"
"1163","CC BY-NC 4.0","Afghanistan","157"
"1164","CC BY-NC 4.0","Albania","125"
"1165","CC BY-NC 4.0","Algeria","1110"
"1166","CC BY-NC 4.0","American Samoa","0"
"1167","CC BY-NC 4.0","Andorra","3"
"1168","CC BY-NC 4.0","Angola","168"
"1169","CC BY-NC 4.0","Anguilla","0"
"1170","CC BY-NC 4.0","Antarctica","0"
"1171","CC BY-NC 4.0","Antigua and Barbuda","0"
"1172","CC BY-NC 4.0","Argentina","33000"
"1173","CC BY-NC 4.0","Armenia","406"
"1174","CC BY-NC 4.0","Aruba","18200"
"1175","CC BY-NC 4.0","Australia","62200"
"1176","CC BY-NC 4.0","Austria","6460"
"1177","CC BY-NC 4.0","Azerbaijan","989"
"1178","CC BY-NC 4.0","Bahamas","3"
"1179","CC BY-NC 4.0","Bahrain","16"
"1180","CC BY-NC 4.0","Bangladesh","372"
"1181","CC BY-NC 4.0","Barbados","3"
"1182","CC BY-NC 4.0","Belarus","81"
"1183","CC BY-NC 4.0","Belgium","23000"
"1184","CC BY-NC 4.0","Belize","1"
"1185","CC BY-NC 4.0","Benin","111"
"1186","CC BY-NC 4.0","Bermuda","3"
"1187","CC BY-NC 4.0","Bhutan","27"
"1188","CC BY-NC 4.0","Bolivia","342"
"1189","CC BY-NC 4.0","Bosnia and Herzegovina","344"
"1190","CC BY-NC 4.0","Botswana","54"
"1191","CC BY-NC 4.0","Bouvet Island","0"
"1192","CC BY-NC 4.0","Brazil","167000"
"1193","CC BY-NC 4.0","British Indian Ocean Territory","0"
"1194","CC BY-NC 4.0","Brunei Darussalam","16"
"1195","CC BY-NC 4.0","Bulgaria","1730"
"1196","CC BY-NC 4.0","Burkina Faso","44"
"1197","CC BY-NC 4.0","Burundi","6"
"1198","CC BY-NC 4.0","Cambodia","42"
"1199","CC BY-NC 4.0","Cameroon","39"
"1200","CC BY-NC 4.0","Canada","52300"
"1201","CC BY-NC 4.0","Cape Verde","4"
"1202","CC BY-NC 4.0","Cayman Islands","2"
"1203","CC BY-NC 4.0","Central African Republic","0"
"1204","CC BY-NC 4.0","Chad","1"
"1205","CC BY-NC 4.0","Chile","3580"
"1206","CC BY-NC 4.0","China","32500"
"1207","CC BY-NC 4.0","Christmas Island","1"
"1208","CC BY-NC 4.0","Cocos (Keeling) Islands","0"
"1209","CC BY-NC 4.0","Colombia","32700"
"1210","CC BY-NC 4.0","Comoros","0"
"1211","CC BY-NC 4.0","Congo","24"
"1212","CC BY-NC 4.0","Congo, the Democratic Republic of the","9"
"1213","CC BY-NC 4.0","Cook Islands","0"
"1214","CC BY-NC 4.0","Costa Rica","5350"
"1215","CC BY-NC 4.0","Cote D'ivoire","4"
"1216","CC BY-NC 4.0","Croatia (Hrvatska)","4840"
"1217","CC BY-NC 4.0","Cuba","10700"
"1218","CC BY-NC 4.0","Cyprus","1350"
"1219","CC BY-NC 4.0","Czech Republic","9260"
"1220","CC BY-NC 4.0","Denmark","16900"
"1221","CC BY-NC 4.0","Djibouti","1"
"1222","CC BY-NC 4.0","Dominica","0"
"1223","CC BY-NC 4.0","Dominican Republic","103"
"1224","CC BY-NC 4.0","East Timor","0"
"1225","CC BY-NC 4.0","Ecuador","33400"
"1226","CC BY-NC 4.0","Egypt","1670"
"1227","CC BY-NC 4.0","El Salvador","242"
"1228","CC BY-NC 4.0","Equatorial Guinea","0"
"1229","CC BY-NC 4.0","Eritrea","0"
"1230","CC BY-NC 4.0","Estonia","867"
"1231","CC BY-NC 4.0","Ethiopia","721"
"1232","CC BY-NC 4.0","European Union","0"
"1233","CC BY-NC 4.0","Falkland Islands (Malvinas)","0"
"1234","CC BY-NC 4.0","Faroe Islands","77"
"1235","CC BY-NC 4.0","Fiji","75"
"1236","CC BY-NC 4.0","Finland","23800"
"1237","CC BY-NC 4.0","France","129000"
"1238","CC BY-NC 4.0","France, Metropolitan","0"
"1239","CC BY-NC 4.0","French Guiana","0"
"1240","CC BY-NC 4.0","French Polynesia","6"
"1241","CC BY-NC 4.0","French Southern Territories","0"
"1242","CC BY-NC 4.0","Gabon","0"
"1243","CC BY-NC 4.0","Gambia","4"
"1244","CC BY-NC 4.0","Georgia","105"
"1245","CC BY-NC 4.0","Germany","240000"
"1246","CC BY-NC 4.0","Ghana","664"
"1247","CC BY-NC 4.0","Gibraltar","3"
"1248","CC BY-NC 4.0","Greece","6050"
"1249","CC BY-NC 4.0","Greenland","10"
"1250","CC BY-NC 4.0","Grenada","2"
"1251","CC BY-NC 4.0","Guadeloupe","0"
"1252","CC BY-NC 4.0","Guam","0"
"1253","CC BY-NC 4.0","Guatemala","283"
"1254","CC BY-NC 4.0","Guinea","0"
"1255","CC BY-NC 4.0","Guinea-Bissau","2"
"1256","CC BY-NC 4.0","Guyana","3"
"1257","CC BY-NC 4.0","Haiti","16"
"1258","CC BY-NC 4.0","Heard Island and Mcdonald Islands","0"
"1259","CC BY-NC 4.0","Holy See (Vatican City State)","5"
"1260","CC BY-NC 4.0","Honduras","31"
"1261","CC BY-NC 4.0","Hong Kong","15600"
"1262","CC BY-NC 4.0","Hungary","6200"
"1263","CC BY-NC 4.0","Iceland","3620"
"1264","CC BY-NC 4.0","India","32900"
"1265","CC BY-NC 4.0","Indonesia","40300"
"1266","CC BY-NC 4.0","Iran, Islamic Republic of","38800"
"1267","CC BY-NC 4.0","Iraq","4970"
"1268","CC BY-NC 4.0","Ireland","38500"
"1269","CC BY-NC 4.0","Israel","1160"
"1270","CC BY-NC 4.0","Italy","60900"
"1271","CC BY-NC 4.0","Jamaica","10"
"1272","CC BY-NC 4.0","Japan","59800"
"1273","CC BY-NC 4.0","Jordan","474"
"1274","CC BY-NC 4.0","Kazakhstan","1010"
"1275","CC BY-NC 4.0","Kenya","2580"
"1276","CC BY-NC 4.0","Kiribati","2"
"1277","CC BY-NC 4.0","Korea, Democratic People's Republic of","0"
"1278","CC BY-NC 4.0","Korea, Republic of","111000"
"1279","CC BY-NC 4.0","Kuwait","35"
"1280","CC BY-NC 4.0","Kyrgyzstan","33"
"1281","CC BY-NC 4.0","Lao People's Democratic Republic","1"
"1282","CC BY-NC 4.0","Latvia","857"
"1283","CC BY-NC 4.0","Lebanon","730"
"1284","CC BY-NC 4.0","Lesotho","7"
"1285","CC BY-NC 4.0","Liberia","0"
"1286","CC BY-NC 4.0","Libyan Arab Jamahiriya","929"
"1287","CC BY-NC 4.0","Liechtenstein","10"
"1288","CC BY-NC 4.0","Lithuania","6620"
"1289","CC BY-NC 4.0","Luxembourg","1280"
"1290","CC BY-NC 4.0","Macao","21"
"1291","CC BY-NC 4.0","Macedonia, the Former Yugosalv Republic of","272"
"1292","CC BY-NC 4.0","Madagascar","9"
"1293","CC BY-NC 4.0","Malawi","65"
"1294","CC BY-NC 4.0","Malaysia","5790"
"1295","CC BY-NC 4.0","Maldives","18"
"1296","CC BY-NC 4.0","Mali","1"
"1297","CC BY-NC 4.0","Malta","600"
"1298","CC BY-NC 4.0","Marshall Islands","0"
"1299","CC BY-NC 4.0","Martinique","0"
"1300","CC BY-NC 4.0","Mauritania","15"
"1301","CC BY-NC 4.0","Mauritius","7"
"1302","CC BY-NC 4.0","Mayotte","0"
"1303","CC BY-NC 4.0","Mexico","18600"
"1304","CC BY-NC 4.0","Micronesia, Federated States of","0"
"1305","CC BY-NC 4.0","Moldova, Republic of","348"
"1306","CC BY-NC 4.0","Monaco","2"
"1307","CC BY-NC 4.0","Mongolia","20"
"1308","CC BY-NC 4.0","Montserrat","0"
"1309","CC BY-NC 4.0","Morocco","238"
"1310","CC BY-NC 4.0","Mozambique","53"
"1311","CC BY-NC 4.0","Myanmar","21"
"1312","CC BY-NC 4.0","Namibia","53"
"1313","CC BY-NC 4.0","Nauru","0"
"1314","CC BY-NC 4.0","Nepal","1260"
"1315","CC BY-NC 4.0","Netherlands","54400"
"1316","CC BY-NC 4.0","Netherlands Antilles","0"
"1317","CC BY-NC 4.0","New Caledonia","27"
"1318","CC BY-NC 4.0","New Zealand","7170"
"1319","CC BY-NC 4.0","Nicaragua","6570"
"1320","CC BY-NC 4.0","Niger","2"
"1321","CC BY-NC 4.0","Nigeria","6390"
"1322","CC BY-NC 4.0","Niue","0"
"1323","CC BY-NC 4.0","Norfolk Island","2"
"1324","CC BY-NC 4.0","Northern Mariana Islands","0"
"1325","CC BY-NC 4.0","Norway","10600"
"1326","CC BY-NC 4.0","Oman","92"
"1327","CC BY-NC 4.0","Pakistan","2290"
"1328","CC BY-NC 4.0","Palau","1"
"1329","CC BY-NC 4.0","Palestinian Territory","55"
"1330","CC BY-NC 4.0","Panama","2650"
"1331","CC BY-NC 4.0","Papua New Guinea","18"
"1332","CC BY-NC 4.0","Paraguay","69"
"1333","CC BY-NC 4.0","Peru","23600"
"1334","CC BY-NC 4.0","Philippines","2820"
"1335","CC BY-NC 4.0","Pitcairn","0"
"1336","CC BY-NC 4.0","Poland","53200"
"1337","CC BY-NC 4.0","Portugal","10100"
"1338","CC BY-NC 4.0","Puerto Rico","61"
"1339","CC BY-NC 4.0","Qatar","2270"
"1340","CC BY-NC 4.0","Reunion","6"
"1341","CC BY-NC 4.0","Romania","4290"
"1342","CC BY-NC 4.0","Russian Federation","20100"
"1343","CC BY-NC 4.0","Rwanda","181"
"1344","CC BY-NC 4.0","Saint Helena","10"
"1345","CC BY-NC 4.0","Saint Kitts and Nevis","0"
"1346","CC BY-NC 4.0","Saint Lucia","1"
"1347","CC BY-NC 4.0","Saint Pierre and Miquelon","9"
"1348","CC BY-NC 4.0","Saint Vincent and the Grenadines","3"
"1349","CC BY-NC 4.0","Samoa","35"
"1350","CC BY-NC 4.0","San Marino","4"
"1351","CC BY-NC 4.0","Sao Tome and Principe","3"
"1352","CC BY-NC 4.0","Saudi Arabia","3080"
"1353","CC BY-NC 4.0","Senegal","8"
"1354","CC BY-NC 4.0","Serbia and Montenegro","124000000"
"1355","CC BY-NC 4.0","Seychelles","1"
"1356","CC BY-NC 4.0","Sierra Leone","22"
"1357","CC BY-NC 4.0","Singapore","12800"
"1358","CC BY-NC 4.0","Slovakia","1010"
"1359","CC BY-NC 4.0","Slovenia","28500"
"1360","CC BY-NC 4.0","Solomon Islands","2"
"1361","CC BY-NC 4.0","Somalia","236"
"1362","CC BY-NC 4.0","South Africa","14300"
"1363","CC BY-NC 4.0","South Georgia and the South Sandwich Islands","2"
"1364","CC BY-NC 4.0","Spain","81900"
"1365","CC BY-NC 4.0","Sri Lanka","181"
"1366","CC BY-NC 4.0","Sudan","29"
"1367","CC BY-NC 4.0","Suriname","3"
"1368","CC BY-NC 4.0","Svalbard and Jan Mayen","0"
"1369","CC BY-NC 4.0","Swaziland","0"
"1370","CC BY-NC 4.0","Sweden","22800"
"1371","CC BY-NC 4.0","Switzerland","43800"
"1372","CC BY-NC 4.0","Syrian Arab Republic","508"
"1373","CC BY-NC 4.0","Taiwan, Province of China","2290"
"1374","CC BY-NC 4.0","Tajikistan","5"
"1375","CC BY-NC 4.0","Tanzania, United Republic of","278"
"1376","CC BY-NC 4.0","Thailand","4680"
"1377","CC BY-NC 4.0","Togo","1"
"1378","CC BY-NC 4.0","Tokelau","0"
"1379","CC BY-NC 4.0","Tonga","10"
"1380","CC BY-NC 4.0","Trinidad and Tobago","31"
"1381","CC BY-NC 4.0","Tunisia","83"
"1382","CC BY-NC 4.0","Turkey","38600"
"1383","CC BY-NC 4.0","Turkmenistan","3"
"1384","CC BY-NC 4.0","Turks and Caicos Islands","0"
"1385","CC BY-NC 4.0","Tuvalu","0"
"1386","CC BY-NC 4.0","Uganda","1030"
"1387","CC BY-NC 4.0","Ukraine","7860"
"1388","CC BY-NC 4.0","United Arab Emirates","506"
"1389","CC BY-NC 4.0","United Kingdom","230000"
"1390","CC BY-NC 4.0","United States","105000000"
"1391","CC BY-NC 4.0","United States Minor Outlying Islands","0"
"1392","CC BY-NC 4.0","Uruguay","830"
"1393","CC BY-NC 4.0","Uzbekistan","100"
"1394","CC BY-NC 4.0","Vanuatu","2"
"1395","CC BY-NC 4.0","Venezuela","2520"
"1396","CC BY-NC 4.0","Vietnam","4190"
"1397","CC BY-NC 4.0","Virgin Islands, British","67"
"1398","CC BY-NC 4.0","Virgin Islands, U.S.","1710"
"1399","CC BY-NC 4.0","Wallis and Futuna","4"
"1400","CC BY-NC 4.0","Western Sahara","0"
"1401","CC BY-NC 4.0","Yemen","74"
"1402","CC BY-NC 4.0","Yugoslavia","0"
"1403","CC BY-NC 4.0","Zambia","42"
"1404","CC BY-NC 4.0","Zimbabwe","51"
"1405","CC BY-NC-ND 4.0","Afghanistan","172"
"1406","CC BY-NC-ND 4.0","Albania","120"
"1407","CC BY-NC-ND 4.0","Algeria","1150"
"1408","CC BY-NC-ND 4.0","American Samoa","0"
"1409","CC BY-NC-ND 4.0","Andorra","3"
"1410","CC BY-NC-ND 4.0","Angola","168"
"1411","CC BY-NC-ND 4.0","Anguilla","0"
"1412","CC BY-NC-ND 4.0","Antarctica","0"
"1413","CC BY-NC-ND 4.0","Antigua and Barbuda","0"
"1414","CC BY-NC-ND 4.0","Argentina","22300"
"1415","CC BY-NC-ND 4.0","Armenia","409"
"1416","CC BY-NC-ND 4.0","Aruba","17600"
"1417","CC BY-NC-ND 4.0","Australia","65100"
"1418","CC BY-NC-ND 4.0","Austria","5900"
"1419","CC BY-NC-ND 4.0","Azerbaijan","963"
"1420","CC BY-NC-ND 4.0","Bahamas","3"
"1421","CC BY-NC-ND 4.0","Bahrain","16"
"1422","CC BY-NC-ND 4.0","Bangladesh","383"
"1423","CC BY-NC-ND 4.0","Barbados","3"
"1424","CC BY-NC-ND 4.0","Belarus","82"
"1425","CC BY-NC-ND 4.0","Belgium","23100"
"1426","CC BY-NC-ND 4.0","Belize","2"
